time,x,y,z,roll,pitch,yaw,p,q,r,motor_1,motor_2,motor_3,motor_4,battery_voltage
13.497500,-0.000010,-0.003039,0.500775,1.366128,0.201754,0.328715,-0.016626,0.007090,0.004886,0.517122,0.551000,0.506530,0.522822,3.565025
13.500000,0.000052,-0.003094,0.498055,-0.314358,0.190378,0.319976,-0.022293,-0.018734,0.017679,0.560403,0.533197,0.566784,0.567354,3.565000
13.502500,0.000045,-0.003045,0.505179,-0.347002,0.120453,0.329714,0.010005,-0.015951,-0.007546,0.558267,0.547818,0.543743,0.564906,3.564975
13.505000,0.000109,-0.003122,0.503376,0.142011,-0.142166,0.348091,0.045587,-0.028234,-0.021316,0.526504,0.557487,0.535125,0.530683,3.564950
13.507500,-0.000065,-0.003147,0.494077,0.115990,0.076865,0.361341,-0.021785,0.038998,-0.018748,0.563646,0.541573,0.544603,0.508993,3.564925
13.510000,-0.000043,-0.003204,0.505029,-0.506515,-0.054561,0.359766,0.019188,0.033547,0.008877,0.524273,0.573785,0.565410,0.556049,3.564900
13.512500,0.000110,-0.003227,0.495843,0.413089,0.371298,0.362204,0.007034,-0.002939,-0.007375,0.566249,0.538014,0.570253,0.537591,3.564875
13.515000,0.000070,-0.003249,0.507471,0.859961,0.280084,0.349725,-0.022894,-0.003654,-0.020517,0.548596,0.566207,0.566216,0.513053,3.564850
13.517500,0.000131,-0.003232,0.500195,0.925834,-0.045741,0.360565,0.020111,-0.039994,0.002032,0.572998,0.551788,0.535654,0.596992,3.564825
13.520000,0.000142,-0.003221,0.501528,0.151601,0.064656,0.355517,-0.002164,-0.011083,0.017619,0.542168,0.531916,0.539416,0.549710,3.564800
13.522500,0.000055,-0.003217,0.500482,0.985766,-0.598197,0.375985,-0.043368,-0.017646,-0.000838,0.548354,0.533062,0.570420,0.577456,3.564775
13.525000,0.000070,-0.003291,0.502284,0.012268,0.042446,0.376793,-0.037373,0.011821,-0.025836,0.557171,0.570201,0.547700,0.541104,3.564750
13.527500,0.000077,-0.003355,0.495501,-0.743468,-0.068810,0.388538,-0.007059,0.022413,0.009855,0.580896,0.548676,0.563873,0.536800,3.564725
13.530000,0.000029,-0.003385,0.503133,-0.535900,0.212948,0.387618,0.017014,-0.006625,0.004060,0.550560,0.563887,0.560521,0.567121,3.564700
13.532500,0.000049,-0.003396,0.494558,0.866589,-0.588619,0.400629,0.003383,0.034025,-0.001758,0.519146,0.529873,0.549462,0.540482,3.564675
13.535000,0.000026,-0.003474,0.503589,0.604230,-0.693221,0.400506,-0.028936,-0.021892,0.011419,0.538855,0.523844,0.543009,0.557081,3.564650
13.537500,-0.000180,-0.003443,0.499317,-0.160067,0.155278,0.388561,-0.003800,-0.028261,-0.012058,0.533289,0.558228,0.521058,0.568375,3.564625
13.540000,0.000002,-0.003579,0.491525,-0.051803,-0.578946,0.391205,-0.008030,-0.004986,0.013008,0.530629,0.550007,0.561886,0.561950,3.564600
13.542500,-0.000007,-0.003363,0.495655,0.019638,-0.192752,0.394873,-0.007896,0.018871,0.003015,0.549677,0.527145,0.579503,0.530184,3.564575
13.545000,-0.000036,-0.003264,0.498990,0.309590,0.077075,0.389941,0.016351,-0.021379,-0.002309,0.569182,0.549785,0.517820,0.519862,3.564550
13.547500,-0.000071,-0.003279,0.500705,-0.178150,0.233517,0.396596,-0.025680,-0.028710,-0.003133,0.519227,0.555580,0.543283,0.543630,3.564525
13.550000,-0.000186,-0.003414,0.498004,0.395117,0.178796,0.410854,0.040164,0.009224,-0.011413,0.571960,0.530365,0.583746,0.518700,3.564500
13.552500,-0.000158,-0.003348,0.504917,-0.737643,0.069539,0.406594,0.013370,0.007462,-0.013149,0.558880,0.570220,0.552969,0.548555,3.564475
13.555000,-0.000297,-0.003346,0.496928,-0.785151,0.143983,0.409029,0.021550,-0.030013,-0.016064,0.570508,0.572104,0.571005,0.536621,3.564450
13.557500,-0.000402,-0.003314,0.501442,0.110823,0.139221,0.391081,-0.014864,0.024185,0.003639,0.554487,0.587056,0.578296,0.545169,3.564425
13.560000,-0.000407,-0.003321,0.501515,-0.296639,0.046926,0.390495,0.039796,-0.009000,0.014021,0.502659,0.514470,0.510669,0.551575,3.564400
13.562500,-0.000473,-0.003170,0.495710,0.377665,-0.417295,0.386693,0.041339,-0.005397,0.002125,0.564250,0.531833,0.538516,0.546270,3.564375
13.565000,-0.000398,-0.003090,0.495336,-0.800605,-0.648704,0.378741,-0.038496,-0.001900,-0.006193,0.566785,0.527217,0.536394,0.528962,3.564350
13.567500,-0.000473,-0.003108,0.499770,0.079360,-0.501414,0.372658,0.015960,0.013004,0.002436,0.536523,0.545728,0.523809,0.561775,3.564325
13.570000,-0.000469,-0.003073,0.505847,0.541549,-1.112387,0.355783,0.013656,-0.019697,-0.001372,0.547409,0.546218,0.566294,0.548156,3.564300
13.572500,-0.000517,-0.002974,0.493571,0.643173,0.256340,0.350819,-0.019001,0.017735,-0.012487,0.574611,0.545297,0.575376,0.553801,3.564275
13.575000,-0.000624,-0.002799,0.496229,0.129047,-0.548256,0.342518,0.019918,0.006273,0.003462,0.572365,0.565678,0.572519,0.568531,3.564250
13.577500,-0.000429,-0.002793,0.499020,0.723751,0.402467,0.343178,0.009398,-0.003232,0.008161,0.562134,0.581169,0.571724,0.532838,3.564225
13.580000,-0.000507,-0.002829,0.500250,-0.134121,0.059717,0.332103,-0.021498,-0.041415,0.009731,0.555047,0.563813,0.537911,0.578768,3.564200
13.582500,-0.000563,-0.002778,0.496349,0.524984,-0.177435,0.328608,-0.002758,-0.021861,0.001456,0.519547,0.569036,0.562889,0.581369,3.564175
13.585000,-0.000497,-0.002840,0.497299,-0.061576,-0.468671,0.329157,-0.029154,0.008644,0.009519,0.564159,0.577771,0.516206,0.550557,3.564150
13.587500,-0.000555,-0.002844,0.504989,-0.638884,0.163787,0.311325,-0.031223,-0.006107,-0.020691,0.515097,0.568426,0.541194,0.568705,3.564125
13.590000,-0.000545,-0.002834,0.496229,0.287481,0.222459,0.328725,0.008312,-0.002507,-0.010014,0.541055,0.550727,0.519647,0.568071,3.564100
13.592500,-0.000649,-0.002789,0.501623,-0.392452,0.163121,0.340415,-0.003251,0.015192,0.010639,0.557197,0.564228,0.560881,0.557729,3.564075
13.595000,-0.000637,-0.002677,0.498288,-0.552972,-0.532141,0.336556,-0.018966,0.010681,-0.019533,0.569002,0.531182,0.575108,0.523000,3.564050
13.597500,-0.000730,-0.002831,0.504942,0.356428,-0.393149,0.339846,0.021813,0.022141,0.012201,0.548003,0.559101,0.547858,0.571584,3.564025
13.600000,-0.000767,-0.002811,0.498427,0.293578,-0.495908,0.340286,-0.044909,-0.036749,-0.006030,0.538760,0.517929,0.534434,0.517054,3.564000
13.602500,-0.000827,-0.002724,0.493684,-0.608651,-0.803018,0.334675,0.016537,-0.025470,0.003995,0.559188,0.556413,0.539176,0.517268,3.563975
13.605000,-0.000956,-0.002754,0.504384,-0.707496,-0.120548,0.335782,0.011113,0.000223,-0.014485,0.517310,0.564283,0.529970,0.564151,3.563950
13.607500,-0.000945,-0.002739,0.504384,-0.139404,0.681416,0.350820,0.002268,0.006930,0.013485,0.555275,0.517321,0.581726,0.545960,3.563925
13.610000,-0.000795,-0.002816,0.495414,0.393788,-0.008529,0.347845,0.013303,0.005192,-0.004306,0.547945,0.551051,0.543496,0.535121,3.563900
13.612500,-0.000725,-0.002913,0.499729,-0.792579,0.717918,0.371701,0.012152,0.009250,-0.004869,0.552746,0.560329,0.524387,0.580003,3.563875
13.615000,-0.000712,-0.003115,0.506206,0.389997,-0.442701,0.362201,-0.025643,0.004203,-0.001693,0.540237,0.565812,0.538150,0.553548,3.563850
13.617500,-0.000713,-0.003202,0.506814,0.502579,-0.032280,0.355989,-0.016624,-0.019555,-0.006156,0.503234,0.553110,0.568810,0.585415,3.563825
13.620000,-0.000656,-0.003076,0.499627,-0.317953,0.950580,0.363410,0.023750,0.027850,-0.012741,0.586630,0.570433,0.557800,0.572722,3.563800
13.622500,-0.000666,-0.003114,0.495015,0.178140,0.057813,0.364265,0.002438,-0.003480,-0.006929,0.560016,0.534285,0.583283,0.545718,3.563775
13.625000,-0.000609,-0.003203,0.504787,0.279320,-0.507317,0.361477,0.035779,0.012794,-0.002325,0.528601,0.539632,0.535508,0.546729,3.563750
13.627500,-0.000557,-0.003271,0.494103,-0.347980,0.178227,0.395446,0.002908,-0.012244,-0.008883,0.546810,0.551596,0.555861,0.538280,3.563725
13.630000,-0.000529,-0.003281,0.489772,-0.077525,0.278566,0.374815,-0.013710,-0.033090,0.001074,0.566293,0.550344,0.582095,0.567731,3.563700
13.632500,-0.000466,-0.003112,0.510353,-0.259512,0.380792,0.382023,-0.001648,0.002573,-0.012429,0.531504,0.551586,0.557286,0.536698,3.563675
13.635000,-0.000408,-0.003083,0.499032,0.051080,-0.323813,0.378919,0.008273,-0.030128,-0.006911,0.518135,0.585714,0.563500,0.547709,3.563650
13.637500,-0.000386,-0.003003,0.502817,-0.119912,-0.177375,0.389577,0.017706,-0.024984,-0.002261,0.534158,0.557904,0.544618,0.592338,3.563625
13.640000,-0.000428,-0.002947,0.493462,-0.508541,-0.091844,0.399170,0.017772,0.019990,0.015006,0.562977,0.547684,0.545933,0.555664,3.563600
13.642500,-0.000458,-0.002959,0.506468,-0.267988,-0.075962,0.397869,-0.007089,-0.007008,0.015847,0.551805,0.550724,0.572410,0.537940,3.563575
13.645000,-0.000462,-0.003040,0.497951,-0.209812,0.793163,0.383182,-0.015412,0.020285,-0.002150,0.544752,0.571651,0.595285,0.511323,3.563550
13.647500,-0.000301,-0.002852,0.502889,0.324122,0.131802,0.370127,0.020259,0.016971,-0.010122,0.541473,0.494710,0.497792,0.553211,3.563525
13.650000,-0.000473,-0.002890,0.499345,0.235616,0.242544,0.375801,-0.012907,0.032758,0.005573,0.572506,0.559143,0.547398,0.569772,3.563500
13.652500,-0.000301,-0.002900,0.501622,-0.279739,0.413421,0.382542,0.018441,-0.018025,-0.001493,0.545547,0.547754,0.558371,0.539548,3.563475
13.655000,-0.000333,-0.002825,0.494072,-0.306593,0.000479,0.398699,0.013498,0.006604,0.023752,0.553372,0.525725,0.559315,0.564752,3.563450
13.657500,-0.000388,-0.002869,0.499558,-0.403665,-0.113250,0.401606,0.035151,0.020690,0.008044,0.542738,0.507451,0.546666,0.546334,3.563425
13.660000,-0.000614,-0.002566,0.494166,-0.245108,-0.088979,0.405836,-0.012908,0.017173,-0.009038,0.549412,0.560885,0.541218,0.546899,3.563400
13.662500,-0.000387,-0.002450,0.505878,0.010021,0.001774,0.397928,-0.023504,0.002931,0.008972,0.537878,0.553739,0.561262,0.538383,3.563375
13.665000,-0.000302,-0.002375,0.500591,0.014669,1.042935,0.407571,0.003389,-0.035804,-0.011188,0.539925,0.551253,0.535438,0.570567,3.563350
13.667500,-0.000358,-0.002421,0.503752,0.165424,-0.818489,0.389141,0.029247,0.010112,0.018401,0.543839,0.540097,0.537303,0.561395,3.563325
13.670000,-0.000529,-0.002568,0.495172,-0.315293,0.824165,0.389778,-0.002138,-0.001479,-0.001224,0.551775,0.553700,0.547269,0.539923,3.563300
13.672500,-0.000284,-0.002623,0.501547,-0.191128,0.033806,0.388782,0.006486,0.003592,-0.006884,0.542857,0.578990,0.566029,0.560069,3.563275
13.675000,-0.000418,-0.002554,0.501772,1.001611,0.706381,0.396886,0.030142,-0.005979,-0.011071,0.557851,0.573908,0.546381,0.563413,3.563250
13.677500,-0.000385,-0.002664,0.492872,0.424540,-0.528349,0.399719,0.031439,-0.013428,-0.002845,0.566028,0.591065,0.530333,0.576019,3.563225
13.680000,-0.000352,-0.002589,0.480674,0.090608,-0.541447,0.404200,-0.030520,-0.005261,0.010209,0.571125,0.579650,0.526399,0.557472,3.563200
13.682500,-0.000504,-0.002522,0.494864,-0.658441,-0.507875,0.403241,-0.002836,-0.023474,0.003602,0.550675,0.573369,0.541797,0.508407,3.563175
13.685000,-0.000638,-0.002525,0.505684,0.857320,-0.382373,0.395937,-0.028418,-0.002429,-0.011087,0.552914,0.551890,0.519720,0.521198,3.563150
13.687500,-0.000690,-0.002598,0.505255,-0.006027,0.070031,0.385083,-0.012346,0.001360,0.008346,0.563229,0.550574,0.552809,0.545432,3.563125
13.690000,-0.000623,-0.002545,0.494672,-0.288837,-0.109349,0.391300,0.013737,-0.002641,-0.012756,0.548223,0.557100,0.581502,0.557152,3.563100
13.692500,-0.000618,-0.002695,0.505139,-0.455759,0.348827,0.395116,-0.013517,0.014542,0.015592,0.563493,0.520577,0.537530,0.579119,3.563075
13.695000,-0.000744,-0.002706,0.502144,-0.655525,0.211766,0.406099,0.024512,0.040353,-0.005213,0.569852,0.555040,0.543891,0.542162,3.563050
13.697500,-0.000729,-0.002747,0.496545,-0.879963,-0.391105,0.401564,-0.037137,-0.009405,0.001415,0.547368,0.566848,0.517086,0.564008,3.563025
13.700000,-0.000673,-0.002813,0.497821,-0.507330,0.403731,0.395788,0.007588,-0.005009,-0.002057,0.531457,0.587543,0.548861,0.575304,3.563000
13.702500,-0.000778,-0.002876,0.497441,-0.426776,0.166842,0.421233,0.006968,-0.004860,0.001777,0.549691,0.560694,0.565055,0.570967,3.562975
13.705000,-0.000763,-0.002880,0.495236,-0.868013,0.369793,0.436329,0.021421,0.020676,-0.010021,0.546314,0.578572,0.565243,0.604707,3.562950
13.707500,-0.000758,-0.002864,0.498781,0.332744,0.430924,0.433673,-0.030444,0.040755,-0.021449,0.554063,0.538858,0.592298,0.541636,3.562925
13.710000,-0.000682,-0.002892,0.497508,-0.361204,0.356170,0.416575,0.011028,0.023757,0.014855,0.543477,0.556147,0.536802,0.527685,3.562900
13.712500,-0.000798,-0.002867,0.498738,-0.328367,1.050403,0.396832,0.016871,-0.032308,-0.001585,0.565755,0.566788,0.553782,0.542643,3.562875
13.715000,-0.000613,-0.002949,0.504692,-0.357125,0.639791,0.405254,-0.012081,-0.006860,0.000018,0.571383,0.553632,0.534523,0.570359,3.562850
13.717500,-0.000666,-0.003074,0.499354,0.269758,0.742510,0.412337,-0.002369,-0.003637,0.003277,0.567655,0.581804,0.559147,0.569675,3.562825
13.720000,-0.000593,-0.002913,0.497717,-0.040945,-0.354047,0.415917,0.004249,-0.016391,-0.004191,0.588936,0.552782,0.563415,0.534753,3.562800
13.722500,-0.000611,-0.002879,0.503074,0.255493,0.109426,0.427051,0.011734,-0.005246,-0.005768,0.550724,0.538279,0.564409,0.547307,3.562775
13.725000,-0.000572,-0.002939,0.498331,-0.060138,-0.622244,0.416062,0.012555,-0.009357,0.018226,0.563459,0.570003,0.556264,0.546981,3.562750
13.727500,-0.000597,-0.002890,0.496938,0.015632,0.368033,0.426053,-0.007851,0.017021,0.009440,0.520281,0.530785,0.565047,0.572337,3.562725
13.730000,-0.000700,-0.002931,0.485461,0.163408,0.211699,0.412756,0.013528,0.022957,-0.009679,0.561478,0.564211,0.537229,0.499707,3.562700
13.732500,-0.000564,-0.002865,0.504011,-0.356004,0.009901,0.424788,-0.007757,-0.009297,0.009598,0.550876,0.596625,0.561694,0.543170,3.562675
13.735000,-0.000689,-0.003078,0.497793,-0.299606,0.091357,0.430642,-0.024747,0.019439,-0.009710,0.565532,0.531813,0.513691,0.563832,3.562650
13.737500,-0.000722,-0.002976,0.498286,-0.079129,0.200072,0.427358,-0.004086,0.010717,-0.001899,0.534931,0.560216,0.521834,0.600936,3.562625
13.740000,-0.000710,-0.002839,0.495284,-0.017511,-0.276675,0.436337,0.032007,-0.001442,0.010363,0.535461,0.533835,0.535152,0.512547,3.562600
13.742500,-0.000781,-0.002671,0.502404,-0.174768,0.168140,0.426919,0.006829,0.012084,-0.000081,0.538055,0.536927,0.535560,0.576168,3.562575
13.745000,-0.000716,-0.002665,0.502336,0.481891,1.023736,0.427762,0.003033,-0.021741,0.008852,0.611429,0.516572,0.514191,0.537972,3.562550
13.747500,-0.000568,-0.002718,0.493051,-0.427575,-0.424085,0.406419,0.009310,-0.006312,-0.001151,0.567873,0.535535,0.532728,0.543213,3.562525
13.750000,-0.000569,-0.002602,0.507458,-0.632861,0.145277,0.421138,0.008726,0.014193,0.010322,0.571332,0.563564,0.564250,0.555346,3.562500
13.752500,-0.000561,-0.002659,0.500439,-0.133815,0.619340,0.408315,-0.038189,-0.011852,-0.020087,0.572147,0.527750,0.542172,0.551935,3.562475
13.755000,-0.000397,-0.002833,0.511736,0.615663,-0.693983,0.406154,-0.008138,0.010649,-0.005555,0.570904,0.535382,0.536232,0.537860,3.562450
13.757500,-0.000395,-0.002796,0.505575,-0.376878,0.438566,0.398850,-0.013801,0.006515,-0.006640,0.557879,0.541409,0.553994,0.545083,3.562425
13.760000,-0.000135,-0.002850,0.504558,-0.085265,-0.193410,0.400598,0.043427,-0.026178,0.002522,0.536290,0.526228,0.559580,0.548955,3.562400
13.762500,-0.000140,-0.002797,0.503722,-0.513466,0.248890,0.407616,0.004201,0.003901,-0.006105,0.568051,0.542260,0.537326,0.592326,3.562375
13.765000,-0.000237,-0.002907,0.494857,0.602900,0.031127,0.396330,-0.017698,-0.006312,0.001690,0.526155,0.543872,0.540312,0.530845,3.562350
13.767500,-0.000317,-0.002792,0.501341,-0.319151,-0.450235,0.401975,-0.036467,-0.005989,-0.005994,0.561445,0.568669,0.575562,0.541156,3.562325
13.770000,-0.000265,-0.002675,0.506997,0.190364,0.183733,0.407231,0.002139,-0.031311,0.004634,0.561811,0.568794,0.589706,0.538257,3.562300
13.772500,-0.000285,-0.002570,0.495608,0.506376,-0.128600,0.417475,0.011702,-0.020341,-0.004262,0.570766,0.553472,0.508011,0.542193,3.562275
13.775000,-0.000204,-0.002553,0.490536,0.191097,1.050799,0.423659,-0.005661,0.010192,-0.009974,0.578126,0.506240,0.531867,0.532807,3.562250
13.777500,-0.000007,-0.002555,0.495339,-0.199186,0.932694,0.423180,-0.037770,-0.009518,-0.000319,0.567952,0.561178,0.533043,0.561570,3.562225
13.780000,0.000064,-0.002644,0.505673,0.289635,0.008137,0.429283,0.002513,0.004513,-0.006683,0.532995,0.571786,0.578363,0.548559,3.562200
13.782500,0.000013,-0.002454,0.500554,-0.407207,-0.457811,0.433635,0.001881,-0.017159,0.007644,0.545953,0.555665,0.544856,0.516390,3.562175
13.785000,-0.000052,-0.002473,0.494872,0.036395,-0.268785,0.438143,-0.002780,-0.007091,0.002926,0.522319,0.542772,0.572136,0.544008,3.562150
13.787500,-0.000062,-0.002430,0.503617,0.008453,0.657496,0.462444,-0.001455,-0.008186,-0.021074,0.587293,0.551442,0.530419,0.552161,3.562125
13.790000,0.000021,-0.002417,0.509673,0.609128,0.283948,0.453593,-0.018190,-0.002337,-0.013055,0.552121,0.545210,0.526543,0.544498,3.562100
13.792500,0.000087,-0.002334,0.502589,0.052513,-0.339146,0.447830,-0.006350,-0.021262,-0.002082,0.528080,0.533190,0.538875,0.553561,3.562075
13.795000,0.000003,-0.002227,0.499871,0.428859,0.280215,0.449830,-0.019088,-0.007049,0.001593,0.539491,0.572536,0.563965,0.538561,3.562050
13.797500,0.000074,-0.002140,0.510471,-0.393766,0.004774,0.461189,-0.002658,-0.000885,0.008663,0.568555,0.557154,0.556345,0.557909,3.562025
13.800000,0.000050,-0.002333,0.492540,0.306295,-0.251715,0.448995,-0.032799,0.003303,0.001583,0.540569,0.535181,0.537732,0.552224,3.562000
13.802500,0.000077,-0.002362,0.495864,-0.164422,0.511781,0.453387,-0.011824,0.014179,0.007509,0.544548,0.543222,0.538822,0.565470,3.561975
13.805000,0.000131,-0.002340,0.506209,-0.373629,-0.112781,0.453857,0.015619,0.021230,0.009238,0.539423,0.537862,0.540445,0.558061,3.561950
13.807500,0.000133,-0.002323,0.502798,0.493929,0.135813,0.449015,0.033625,-0.014508,0.006774,0.580408,0.536614,0.551797,0.565169,3.561925
13.810000,0.000027,-0.002284,0.489898,-0.253455,-0.840728,0.454603,-0.003756,-0.006686,0.004231,0.542963,0.533255,0.543545,0.557982,3.561900
13.812500,0.000097,-0.002304,0.504026,0.254336,0.866187,0.458078,0.007688,0.005216,-0.001577,0.576558,0.546630,0.529928,0.584384,3.561875
13.815000,-0.000125,-0.002354,0.504712,0.535274,-0.311382,0.476752,-0.034863,-0.005796,-0.004649,0.526087,0.541894,0.542836,0.537326,3.561850
13.817500,-0.000075,-0.002223,0.500674,0.086742,-0.375907,0.480938,0.006288,0.022947,0.008452,0.535515,0.545661,0.577801,0.560176,3.561825
13.820000,-0.000081,-0.002234,0.489712,0.264958,0.259599,0.490187,0.001369,0.008500,0.002575,0.521888,0.538087,0.556220,0.544738,3.561800
13.822500,-0.000016,-0.002311,0.496543,0.087889,-0.022820,0.476200,0.010606,-0.004058,-0.011433,0.567087,0.543134,0.573296,0.534117,3.561775
13.825000,-0.000115,-0.002505,0.494999,0.376648,0.574505,0.464026,0.012097,-0.020778,0.004638,0.577719,0.554052,0.539026,0.570426,3.561750
13.827500,0.000035,-0.002551,0.499999,0.075899,0.277846,0.471297,0.001618,0.014018,-0.007174,0.568957,0.508502,0.529533,0.545673,3.561725
13.830000,-0.000000,-0.002658,0.500838,-0.162373,-0.317035,0.469507,-0.015310,0.007515,-0.012491,0.550292,0.544619,0.568846,0.550855,3.561700
13.832500,-0.000005,-0.002680,0.497812,0.294292,-0.455241,0.472160,-0.009371,-0.003874,-0.004697,0.563716,0.552248,0.579993,0.527832,3.561675
13.835000,0.000063,-0.002672,0.500483,0.191897,-0.558020,0.487881,0.018464,0.003881,-0.001508,0.540908,0.597159,0.561621,0.542855,3.561650
13.837500,-0.000042,-0.002553,0.502827,0.543547,0.201782,0.494144,-0.018612,0.022532,-0.011459,0.558021,0.590754,0.559352,0.517487,3.561625
13.840000,-0.000107,-0.002413,0.495434,0.201514,0.321968,0.505530,0.014028,-0.043672,0.008725,0.501311,0.566685,0.524296,0.519793,3.561600
13.842500,-0.000287,-0.002580,0.505891,-0.669864,0.491269,0.522130,-0.022122,-0.021127,0.000696,0.564906,0.609734,0.552614,0.545838,3.561575
13.845000,-0.000202,-0.002519,0.494245,-0.184482,0.145412,0.536459,0.007946,0.013468,0.003177,0.583935,0.555552,0.554429,0.549372,3.561550
13.847500,-0.000424,-0.002490,0.503054,-0.086745,0.694977,0.530672,0.001148,-0.040836,-0.014214,0.566205,0.550445,0.537289,0.559786,3.561525
13.850000,-0.000456,-0.002443,0.502001,0.283943,-1.392348,0.540822,0.011823,0.020725,0.005222,0.545582,0.555882,0.536020,0.561698,3.561500
13.852500,-0.000557,-0.002359,0.494907,-0.770188,-0.226682,0.548095,-0.019323,-0.003666,-0.004803,0.511222,0.556198,0.547478,0.548213,3.561475
13.855000,-0.000431,-0.002344,0.503535,-0.406990,0.148559,0.539160,0.007638,-0.048050,-0.014849,0.550359,0.534434,0.547238,0.551649,3.561450
13.857500,-0.000337,-0.002225,0.499301,-0.240156,0.365190,0.531561,0.033432,0.011514,-0.006295,0.544937,0.535578,0.553706,0.563963,3.561425
13.860000,-0.000600,-0.002152,0.502277,-0.552206,0.741416,0.554310,0.018038,0.014901,-0.008569,0.538563,0.560320,0.512001,0.566993,3.561400
13.862500,-0.000502,-0.002121,0.502182,-0.430136,0.231641,0.554827,0.002374,-0.004504,-0.014706,0.576213,0.538807,0.539844,0.560226,3.561375
13.865000,-0.000490,-0.002125,0.504597,-0.125788,0.578225,0.556410,0.003816,0.018956,0.005120,0.583764,0.558268,0.545173,0.533843,3.561350
13.867500,-0.000402,-0.002369,0.506807,0.051675,-0.666899,0.560513,0.030262,0.011707,0.006946,0.560698,0.553310,0.583499,0.545003,3.561325
13.870000,-0.000375,-0.002246,0.497780,0.052570,-0.244351,0.554369,0.003232,-0.010096,0.000914,0.554197,0.537376,0.556400,0.559462,3.561300
13.872500,-0.000312,-0.002256,0.499648,0.446883,-0.674513,0.556245,-0.040057,-0.014715,0.007940,0.561650,0.552932,0.541435,0.537230,3.561275
13.875000,-0.000525,-0.002153,0.498269,0.416251,0.674905,0.549764,0.007775,-0.003411,0.007879,0.543341,0.526567,0.566079,0.540878,3.561250
13.877500,-0.000619,-0.002059,0.492563,-0.114834,0.445940,0.517099,-0.024881,-0.007351,-0.025792,0.574796,0.527478,0.570223,0.569101,3.561225
13.880000,-0.000816,-0.002110,0.500837,0.683814,0.741301,0.521861,-0.013577,-0.016628,0.025327,0.541716,0.554025,0.578755,0.541599,3.561200
13.882500,-0.000837,-0.002046,0.499324,0.827199,0.425392,0.524157,0.008239,-0.014878,-0.018149,0.534780,0.542021,0.527982,0.542165,3.561175
13.885000,-0.000674,-0.001998,0.490368,0.247411,-0.365697,0.519074,0.039071,-0.005067,0.012812,0.527861,0.519533,0.555471,0.577035,3.561150
13.887500,-0.000681,-0.002013,0.501381,0.258774,-0.456416,0.524304,0.006844,-0.011993,-0.014004,0.568632,0.536624,0.540378,0.534650,3.561125
13.890000,-0.000660,-0.002059,0.497545,-0.018846,-0.407885,0.533655,-0.017633,0.011696,0.012781,0.542875,0.544674,0.569981,0.550554,3.561100
13.892500,-0.000781,-0.002068,0.509422,-0.214063,-0.132455,0.532805,-0.025014,0.024438,0.013796,0.540882,0.527787,0.564283,0.534969,3.561075
13.895000,-0.000883,-0.002014,0.505456,-1.191854,-0.088282,0.536361,0.031933,-0.012326,-0.005403,0.583466,0.539684,0.547442,0.504755,3.561050
13.897500,-0.000740,-0.002102,0.509863,0.240427,0.663621,0.532730,-0.016477,0.006667,0.009406,0.570648,0.557059,0.561938,0.600035,3.561025
13.900000,-0.000747,-0.002419,0.495574,0.909905,-0.354587,0.530524,0.005898,-0.027095,-0.001386,0.577263,0.552509,0.540594,0.559012,3.561000
13.902500,-0.000853,-0.002408,0.495099,-0.128626,-0.153194,0.527327,-0.006861,0.029518,0.010397,0.545809,0.514448,0.525390,0.553100,3.560975
13.905000,-0.000830,-0.002510,0.500991,0.346456,-0.596099,0.530778,-0.014226,-0.017380,-0.013398,0.538156,0.583665,0.572411,0.518418,3.560950
13.907500,-0.000844,-0.002624,0.489627,0.058788,0.115986,0.531509,0.014176,0.001939,-0.022484,0.578589,0.567021,0.556967,0.519529,3.560925
13.910000,-0.000790,-0.002629,0.503194,-0.120088,0.361144,0.533550,0.002962,-0.017462,-0.005568,0.545805,0.567143,0.574599,0.565618,3.560900
13.912500,-0.000850,-0.002489,0.501178,-0.054901,-0.663198,0.508043,0.004705,0.006883,-0.000828,0.539766,0.527248,0.602190,0.530743,3.560875
13.915000,-0.000973,-0.002456,0.503208,-0.776351,0.792153,0.511105,0.019472,-0.047610,-0.017180,0.584930,0.528498,0.557765,0.567609,3.560850
13.917500,-0.000824,-0.002542,0.505755,-0.197085,-0.180715,0.534810,0.002144,-0.000239,0.008704,0.520222,0.536550,0.539928,0.579624,3.560825
13.920000,-0.000697,-0.002486,0.495062,-0.402163,-0.391163,0.543891,-0.012806,0.006287,0.001606,0.546869,0.549367,0.581804,0.548622,3.560800
13.922500,-0.000734,-0.002564,0.500747,0.250761,-0.123644,0.550718,0.003413,-0.000364,0.020077,0.576620,0.525800,0.597955,0.546885,3.560775
13.925000,-0.000675,-0.002468,0.502082,-0.313384,0.350470,0.556700,0.020051,0.000419,0.005327,0.558498,0.557943,0.575615,0.525112,3.560750
13.927500,-0.000509,-0.002514,0.505676,0.417697,0.423458,0.555452,0.017782,-0.035142,0.011365,0.554549,0.564244,0.535886,0.563412,3.560725
13.930000,-0.000429,-0.002586,0.500612,-0.511102,-0.111048,0.572063,0.003796,-0.028211,-0.017923,0.573688,0.533982,0.537162,0.550075,3.560700
13.932500,-0.000543,-0.002592,0.493098,-0.398308,-0.415532,0.576400,-0.015775,-0.021960,0.010931,0.541298,0.543347,0.567007,0.551610,3.560675
